vx0,vy0,vz0,ax,ay,az,start_speed,left_handed_pitcher
6.833885971,-124.9150337,-5.136658303,-14.46288887,24.98815031,-21.51748844,86.3,0
6.126931492,-136.1002891,-3.662568484,-14.66362838,27.33627706,-16.42929454,93.7,0
10.19518794,-136.5108534,-1.941908655,-13.52505327,27.66154658,-19.19028509,94.1,0
10.40007974,-134.8332913,-1.555812027,-12.22067764,27.18957892,-20.14342397,93,0
6.871230171,-136.2665627,-2.37785829,-14.78053128,27.52756187,-18.8161613,93.8,0
5.53298336,-138.0097872,-7.773730878,-14.56101232,27.40725853,-18.98064436,95,0
4.879576553,-137.7066788,-4.568328725,-11.77958657,25.28216864,-19.59037943,94.6,0
9.920878288,-123.6174239,-3.56662806,-17.4560524,23.57715849,-18.23491567,85.4,0
8.148193216,-124.9616783,-2.254409548,-16.54171241,25.95662993,-20.168301,86.3,0
7.220520978,-138.5387635,-2.607446483,-13.93289683,27.56037372,-19.82637259,95.2,0
4.75198774,-139.0633957,-5.120958847,-17.7924399,28.83954827,-18.25084642,95.7,0
6.427276738,-138.4892731,-6.406740279,-17.14861786,28.64553342,-18.38112942,95.3,0
6.274675824,-138.3768897,-4.538837214,-17.35115531,28.81889763,-18.09303082,95.2,0
4.338980557,-139.7952693,-3.40659435,-18.94244836,31.93357648,-30.72721502,96.3,0
5.299137069,-141.1688023,-3.681112137,-20.60481958,30.7842131,-29.01296782,97.2,0
6.359201214,-140.8695657,-3.372763822,-22.33396221,32.34606873,-23.60808208,97.1,0
-3.450463037,-134.1263285,-7.518258085,15.45398303,28.33887447,-20.27809738,92.4,1
-7.993414086,-133.9455799,-8.860055776,15.42439897,27.87487787,-25.87226671,92.5,1
-6.233737984,-133.1162819,-5.316315583,15.88731788,27.63068008,-25.56266958,91.7,1
-4.375339723,-132.4469223,-3.743782896,15.91523014,28.45509767,-25.01815735,91.2,1
-4.556487162,-133.7679741,-5.911842912,19.17591942,30.77829571,-23.54599548,92.2,1
-3.248675322,-132.7355803,-2.234408579,13.82115639,27.09371103,-24.11998366,91.3,1
6.332521014,-133.7136428,-6.82033486,-16.76322205,28.08082626,-16.94168664,92.4,0
6.074678284,-136.6386144,-6.006412758,-16.46655869,30.17913462,-14.79273713,94.4,0
5.293988471,-139.7467803,-4.469093226,-18.07872702,27.07758203,-17.00054744,96,0
3.298247531,-140.2821427,-3.979562503,-18.52914803,32.89665598,-15.52868765,96.5,0
9.75491786,-138.7622717,-6.399497262,-20.9238216,29.71858771,-13.63084293,95.6,0
5.980822464,-136.3835626,-5.679774626,-21.3638803,28.9837195,-16.36976567,93.8,0
9.473555617,-138.5678714,-5.943052911,-21.59698834,27.08388436,-17.1098291,95.3,0
3.754058099,-139.2103407,-8.206482481,-16.49678329,26.31183779,-17.78308856,95.7,0
9.147367525,-138.81948,-5.978407014,-21.80324894,29.64290929,-15.62498704,95.6,0
4.935563881,-136.3843257,-3.958754826,-21.29074042,29.05398694,-18.32848795,93.8,0
6.445823987,-134.6440894,-6.993507682,-17.75852153,30.86367123,-12.85589672,93.1,0
2.834697969,-134.7479164,-7.509410233,-20.59156406,28.32796179,-16.64954944,92.6,0
5.651282811,-137.1444755,-8.378735496,-19.42463939,28.94391117,-17.18860737,94.4,0
7.325531546,-133.2711084,-2.760210574,-15.16996976,28.72451401,-16.3587331,92,0
3.348479186,-137.6751362,-6.177233136,-19.29021459,29.29430528,-17.06123457,94.6,0
7.092558728,-135.8902148,-6.361915589,-18.25985841,26.05291623,-18.52744484,93.5,0
6.967464466,-131.0998487,-2.765881652,-13.39478124,27.21906873,-19.40732274,90.5,0
3.312457817,-138.4716141,-3.155080662,-18.48842615,28.30317237,-18.4145033,95.1,0
4.280997465,-136.3084601,-4.523083064,-19.37279448,27.43192705,-18.6033011,93.7,0
4.757211349,-137.2225981,-0.7582454225,-17.94241313,27.88542714,-21.12760644,94.2,0
5.313424991,-137.0415915,-8.03050676,-20.21287468,29.38154727,-14.68225675,94.3,0
5.794768462,-135.0083777,-4.909283405,-21.4196277,28.17008531,-18.29868249,92.9,0
6.566347159,-135.5081011,-6.569584661,-22.66731754,28.17635778,-16.64398889,93.2,0
12.47536113,-141.6788941,-4.898073745,-27.3136335,32.19447475,-23.41520881,97.7,0
8.973968661,-142.79206,-7.623788067,-23.4921668,30.33376963,-20.6539358,98.3,0
7.612923322,-142.4039465,-7.994375965,-22.37839447,30.26409535,-21.97627385,98,0
9.419210028,-142.9099463,-7.268627232,-21.54338573,30.64466712,-23.70666513,98.4,0
10.62713227,-141.5703426,-3.676203426,-22.10177072,30.09580695,-22.62956135,97.4,0
6.485252758,-139.4292031,-6.587029948,-23.32638266,31.58848071,-20.12332001,95.9,0
6.304458551,-140.0963962,-0.1468537017,-24.47591984,31.34018299,-28.06389366,96.3,0
4.524196778,-141.2113226,-0.889297118,-17.13107822,30.41557566,-22.18108306,97,0
5.681343027,-139.3465663,-2.903487818,-21.79298832,30.3749932,-25.34650607,95.8,0
4.412032754,-131.7854342,-2.489285296,-17.32781271,26.46223961,-29.26843518,90.5,0
5.246444668,-139.9585228,-1.92977727,-22.41580664,30.51481086,-25.05906366,96.2,0
7.887415854,-139.5208943,-1.511733955,-18.86239048,28.10529309,-24.99860645,95.9,0
7.665917928,-139.9804477,-7.277796961,-21.25280872,31.5752099,-21.47228783,96.4,0
4.934318151,-138.6983096,-1.699883861,-18.97768749,30.1212796,-23.72899605,95.3,0
8.819756226,-138.4415451,-5.011179158,-19.9089754,27.40684376,-22.0631956,95.2,0
5.681422706,-135.1276848,-4.789284136,-17.43850879,27.72648038,-24.19517834,92.9,0
7.846145244,-138.6186186,-4.107964486,-24.55523473,31.44842301,-25.04958403,95.4,0
11.59428259,-138.1980391,-7.128720453,-22.67091827,32.29607843,-21.73508904,95.4,0
7.638252397,-139.7249282,-5.077582946,-21.96969133,31.21467391,-23.53223257,96.2,0
10.68083971,-136.2136655,-7.11500555,-21.01080148,29.29696825,-20.30422635,94,0
8.79674407,-136.4664888,-3.778155742,-21.1967476,28.40633113,-23.82901871,93.9,0
3.768451264,-138.1894792,-4.654118983,-18.19739746,29.51901533,-22.1781392,95,0
8.986838427,-137.1280359,-5.683914823,-20.47861641,28.62265157,-21.20186855,94.4,0
7.214841334,-136.9079832,-2.625057003,-20.10087233,28.13476571,-25.07950776,94.1,0
4.342779332,-137.9745542,-7.999865062,-13.81859389,29.16773998,-20.87796828,95,0
7.023538203,-137.1921421,-6.416211426,-17.88456907,34.7407746,-16.46024529,94.8,0
5.672877491,-137.4619275,-3.603952642,-17.29059303,35.68641268,-16.43246992,94.9,0
5.743956357,-136.5960989,-1.53784619,-17.1392568,35.46392596,-18.60782473,94.3,0
6.677264229,-137.6345919,-3.720710252,-16.5294,36.69150277,-15.82917827,95.1,0
7.304991617,-137.5336574,-5.602716668,-18.5982166,36.57861406,-15.87555308,95.1,0
11.07708272,-137.9473905,-4.566751559,-19.65981654,32.8302662,-17.46183935,95.4,0
8.078119305,-136.478608,-6.795823414,-19.15390172,34.59117576,-14.52894335,94.4,0
9.674156634,-137.0651912,-5.906671072,-16.98413069,31.42297403,-15.90998197,94.7,0
8.447744843,-138.8824753,-4.487430059,-21.2836489,26.11063207,-15.62550183,95.4,0
6.461962197,-137.5353614,-8.226437373,-23.96185377,26.86209904,-17.99970104,94.5,0
9.597723533,-138.8761363,-6.355594413,-21.74450286,26.12521582,-21.41828355,95.5,0
7.103182273,-137.9918863,-2.220631217,-16.99719656,27.455219,-20.4035465,94.8,0
9.502065379,-139.3441564,-3.410298687,-23.09143356,28.41892966,-23.12421651,95.8,0
6.462271751,-139.9898228,-0.749829315,-19.4237328,26.56764726,-21.68049187,96.1,0
6.909969087,-138.9943886,-0.09365492334,-23.26383797,25.6491641,-24.45792675,95.3,0
9.873552364,-140.2712861,-4.035830548,-23.54948857,26.67807878,-21.41944052,96.4,0
10.61225008,-140.2483859,-5.538396561,-21.30270945,29.2646743,-13.80121996,96.5,0
9.282594394,-138.9333472,-5.393496905,-25.8476009,27.51227046,-21.04128551,95.5,0
9.805155611,-139.7091112,-4.469861311,-25.83416333,28.38581617,-20.93004245,96.1,0
1.484847666,-137.3224754,-6.394846159,-9.613413777,31.01407594,-15.40444298,94.6,0
-2.137092948,-135.3599815,-5.6747353,-9.201541414,32.25016887,-15.26633253,93.3,0
-3.84111844,-133.7576226,-0.99865863,16.57690822,25.67993116,-18.99828268,91.9,1
8.310280271,-137.8547424,-9.245887571,-18.39798232,28.23088362,-23.12818607,95.1,0
8.348136519,-137.719094,-6.110563938,-24.46396735,27.0672276,-25.18863742,94.8,0
2.98051524,-133.7683666,-5.292347111,-18.00173747,30.11730633,-16.64410801,92.2,0
2.233869062,-132.713345,-6.024482244,-15.54461231,25.17764008,-18.58776437,91.2,0
3.17623,-134.6935366,-6.552642691,-18.21906375,29.00706537,-17.03583326,92.8,0
3.287946356,-133.053884,-7.231144673,-19.22168937,29.11779823,-18.10473916,91.7,0
1.432012082,-134.3130203,-9.722468927,-12.38500976,25.04991977,-20.62881496,92.5,0
-0.5804994639,-134.1502424,-5.593688874,-9.916398663,27.33466131,-26.31235582,92.3,0
2.36955182,-133.0746845,-6.926461276,-10.66913641,25.26609958,-19.32916226,91.5,0
2.630521946,-133.9137628,-8.568273485,-14.27136666,25.50274507,-22.75143278,92.2,0
2.118239708,-134.1147254,-6.54127446,-13.09115341,26.1371745,-22.47602762,92.2,0
2.932713417,-134.0288649,-8.423591007,-13.47240951,27.29850229,-16.45502567,92.3,0
4.323599683,-129.8774447,-9.866847413,-11.83709871,25.34910486,-19.86288703,89.6,0
2.727198048,-132.2237318,-7.162096378,-10.9041098,25.64360651,-20.91518768,91,0
3.143870287,-131.8797471,-8.214009875,-12.02087761,25.26360978,-20.56687542,90.8,0
2.651983853,-131.2938408,-7.352154232,-10.72199712,26.10838739,-19.43864228,90.4,0
3.366259641,-130.4983868,-8.328110406,-12.87699813,27.82669894,-20.16209846,90,0
2.178617427,-131.3877382,-7.835922392,-10.2861335,26.19812433,-18.88716914,90.5,0
2.577447405,-134.4821846,-6.530835502,-10.71265527,26.98222086,-20.19881894,92.5,0
3.69446409,-132.5784342,-6.186562813,-11.8040056,26.86487679,-19.6153967,91.3,0
2.25628149,-132.2554538,-9.200338782,-11.10302189,25.73637117,-19.72628193,91.1,0
4.919932371,-133.9777083,-9.059771398,-15.37147952,27.1706072,-19.16473891,92.4,0
3.63972742,-132.1908887,-8.991297411,-9.91792226,26.96986735,-17.64920599,91.1,0
4.538840844,-134.9841694,-9.064415531,-8.178002318,25.51366995,-22.28860513,93,0
5.63970389,-130.4774083,-6.086141349,-11.18760871,25.2278025,-18.50924423,89.9,0
1.555395227,-133.8485349,-7.795381358,-9.692066144,25.82610559,-21.99657165,92.1,0
9.106844084,-123.7802652,-8.743253826,-11.97929254,22.15794789,-23.68321081,85.4,0
5.74977793,-128.9449189,-7.082391218,-6.146681255,24.5939704,-28.00231988,88.7,0
7.352711572,-132.8908655,-2.537002409,-13.16968401,25.69973772,-20.73307907,91.4,0
7.975047114,-132.9971252,-8.439474669,-12.7351905,25.39769181,-19.38143177,91.6,0
8.962466554,-131.9074004,-6.156977329,-12.42818936,26.75189729,-18.83558338,90.9,0
8.775554942,-134.9552427,-3.900973766,-18.05117502,29.47780119,-20.50652765,93.2,0
-4.824946631,-128.9356572,-2.808289413,6.8061193,22.70866515,-19.12555511,88.8,1
9.9643214,-135.3155446,-2.650804704,-20.35809985,26.2915078,-22.15660837,93.1,0
8.702128057,-138.2440507,-1.757708733,-18.17726813,28.28290434,-18.37172411,95.1,0
9.689400622,-138.7454744,-5.156786065,-21.02037923,28.49869199,-17.28128482,95.5,0
10.65450876,-139.2656148,-4.300741585,-21.31892373,28.41058369,-17.04422168,95.9,0
11.43730921,-138.3271172,-4.245398452,-21.97028331,27.45396315,-16.54415032,95.3,0
6.617448995,-137.9219166,-4.483304031,-20.47945939,27.64921521,-19.50282681,94.8,0
8.664723331,-138.9295754,-2.9917693,-23.53766326,28.88068438,-18.45201373,95.6,0
11.85481535,-138.1136723,-5.224495883,-21.24270889,28.89447367,-12.52651486,95.1,0
8.175890268,-138.900762,-4.999516197,-19.23945,28.65928466,-14.35801803,95.5,0
9.003564875,-138.1837676,-1.616792784,-21.57985989,29.09454262,-23.99143149,95,0
12.42419855,-138.3928526,-5.314146723,-24.50938543,27.79976599,-18.40955394,95.4,0
10.30859185,-132.4415622,-5.423671601,-19.02570615,25.31207048,-17.08685808,91.5,0
10.50995295,-137.6555813,-2.110955575,-23.14579826,28.32214783,-18.4165253,94.7,0
10.90467839,-130.9501385,-7.345975152,-17.27252176,24.87941833,-18.23448,90.5,0
12.18461522,-138.3281274,-3.765491523,-23.83700251,28.69321776,-17.74228399,95.3,0
9.153579054,-138.9938795,-2.727637336,-21.15649701,28.16113065,-18.96632265,95.6,0
7.103094642,-136.9591251,-4.316351697,-16.70393215,27.82187843,-19.03240377,94.1,0
6.276981833,-137.8464639,-4.156802308,-20.89512012,28.62266899,-20.22620937,94.6,0
7.583532576,-137.3156629,-2.161351087,-20.21638564,28.62659435,-18.31878389,94.3,0
7.03259499,-136.8565344,-0.4444672733,-18.12752136,27.04568632,-22.72642121,94,0
7.481583803,-139.1224161,-1.524741936,-21.55548994,28.5596669,-19.84718038,95.6,0
9.530980492,-138.3129237,-1.975635942,-21.05195794,28.20301751,-19.58363858,95.1,0
7.90555018,-135.3280372,-6.701987983,-17.45040511,32.58181831,-21.98928189,93.4,0
7.415285352,-140.6884917,-6.203726513,-20.23237788,29.51158072,-17.56264553,97.1,0
10.16617805,-139.3725706,-8.301493239,-20.68629677,29.09957956,-17.8905024,96.3,0
8.095406659,-141.665037,-4.016031755,-20.83000533,28.43399472,-22.53909147,97.6,0
7.313802247,-141.1888278,-3.104774016,-19.51964233,28.18299192,-22.01981329,97.3,0
1.943628721,-143.8800625,-2.858866728,-14.57997583,29.054491,-22.26271603,99,0
4.497316409,-143.7617337,-5.031048879,-20.19352466,31.73113776,-19.47161153,99.1,0
6.053420946,-143.6085735,-5.348877802,-19.35181087,32.17202041,-19.05373728,99,0
4.747955539,-141.8265493,-4.642614425,-15.31484922,26.86581167,-22.04666449,97.5,0
3.665455343,-143.1653329,-1.846498476,-17.78598923,28.62214125,-21.76585149,98.5,0
9.475289428,-140.8697296,-2.369956324,-17.7582328,30.86652494,-19.40859915,97.2,0
3.025154844,-134.8247985,-4.056837148,-12.42839129,24.035816,-19.10788171,92.7,0
9.328764664,-134.6538671,-8.842977905,-18.34654475,24.24387342,-18.48311607,92.9,0
9.504096187,-135.6446967,-6.563392252,-16.84789284,25.58680478,-13.6069297,93.5,0
10.4647627,-136.9212849,-4.222504294,-15.98041202,26.8779137,-17.30725856,94.4,0
8.833175343,-137.543094,-8.567317307,-19.39622019,26.68831288,-14.59388438,94.8,0
9.071982501,-136.5067695,-8.660994338,-16.53993887,26.92815742,-14.41470618,94.2,0
4.861748154,-138.7921604,-7.531945601,-15.43315264,29.3432498,-14.64730703,95.6,0
7.949791535,-133.7725358,-5.621032296,-16.45308149,28.23910807,-15.84099526,92.2,0
9.408531012,-135.6021668,-7.095088551,-15.88822578,25.38932344,-15.93063107,93.4,0
6.924030238,-134.301964,-4.980680216,-18.36999543,26.01629926,-18.00727113,92.5,0
9.067954165,-135.4450457,-1.346273812,-14.33938927,24.26294193,-23.15271031,93.2,0
7.380865633,-134.2241885,-6.790191173,-15.996657,24.34768291,-17.73774466,92.4,0
8.709315106,-134.6724477,-6.253324444,-15.0872494,28.21429359,-15.63994855,92.9,0
7.873461231,-133.4931568,-1.180680277,-16.32296786,25.14677434,-25.88020847,91.8,0
11.67541933,-134.45625,-1.859299796,-14.78467034,24.77644204,-17.96201252,92.7,0
8.081764264,-137.3206915,-4.455496126,-18.52172608,25.16684258,-20.4926391,94.5,0
8.064468877,-134.7685812,-4.785652509,-19.13720949,27.23315943,-15.84465056,92.8,0
10.37609711,-138.3904527,-6.967792039,-22.91479072,30.66504612,-9.467995796,95.5,0
7.618329875,-139.1053931,-3.785512767,-19.62484779,30.49779622,-15.81097875,95.8,0
11.21061044,-131.0962457,-9.478888887,-17.8402273,23.59806602,-21.25170912,90.6,0
8.936892016,-133.6025894,-6.502426835,-14.25032715,24.88877417,-15.0839934,92.1,0
11.23238201,-133.4096679,-6.024972064,-19.70478529,24.88000182,-22.88663618,92,0
11.72377418,-131.8668638,-2.635970959,-20.54524653,22.46828922,-24.59226603,90.9,0
7.895872443,-133.5295075,-6.575859054,-16.64352956,25.17158561,-20.49295753,92,0
11.36961808,-131.8970852,-3.880455304,-18.49131876,25.61289227,-23.05308235,91,0
8.678259442,-132.3273423,-4.336407266,-20.42900872,28.6389874,-15.81942614,91.3,0
11.16083133,-131.2565403,-5.261359173,-19.47882489,26.79287138,-20.08473985,90.6,0
9.489379261,-132.3745472,-8.199931671,-19.82173924,23.71690844,-20.09942803,91.3,0
9.090973318,-132.2873488,-7.764641247,-16.92305821,25.79269314,-17.63470608,91.2,0
8.880947649,-133.033942,-1.31401769,-19.60395146,23.35405669,-29.60819052,91.5,0
9.189424173,-140.8381931,-5.128104663,-17.25628104,28.6495068,-23.26956922,97.1,0
6.695165749,-140.6237421,-7.251923415,-18.50456495,28.10237686,-17.96825575,96.8,0
7.224567328,-139.7908415,-7.370621868,-14.89458222,27.8675154,-20.38750843,96.3,0
8.885753398,-141.3253108,-8.916388619,-17.00216517,30.08131765,-14.6166614,97.5,0
8.205336336,-135.6365285,-4.852392707,-19.94730482,28.31904314,-22.79327464,93.5,0
6.992710932,-136.4274387,-3.72709629,-17.02799575,28.18840401,-19.83338571,93.9,0
9.542246698,-135.6008853,-7.65547075,-17.47883583,26.44713721,-19.3181086,93.5,0
7.643397985,-136.520278,-4.282304189,-19.2583312,26.43112486,-20.76191812,94,0
-2.607302151,-133.4591678,-2.54093143,18.94349933,27.41642462,-25.50155758,91.8,1
-5.860449051,-133.8636194,-5.253660417,16.291179,31.19236744,-27.06422067,92.3,1
-3.510312482,-132.1365803,-3.705892056,14.85249225,26.57885257,-28.64984885,90.9,1
-3.375821212,-132.6858813,-5.471117959,14.77742471,25.39283979,-26.81067894,91.3,1
4.416783442,-134.9580944,-7.709509942,-15.08983447,28.45857117,-19.89512381,93,0
8.061984189,-140.8583744,-2.331121991,-14.82059746,25.72348167,-20.21626833,96.7,0
3.438252747,-140.5064495,-2.365017477,-13.80912185,25.58873682,-20.49355003,96.4,0
8.676509153,-140.5194803,-4.278820171,-15.0501565,25.82695164,-18.74755332,96.6,0
9.033958588,-142.8615362,-1.06223313,-14.94693159,24.31632607,-22.80925468,98.1,0
8.469489598,-141.8073742,-3.897297273,-15.4714952,25.91616521,-17.87786388,97.5,0
-3.514817631,-130.5855305,-5.841610105,8.355974837,24.91008635,-16.74926538,89.9,1
8.80219252,-136.1963299,-7.812998522,-19.19838949,29.90124004,-20.45006206,94,0
12.54810951,-136.4672724,-6.69483819,-20.58837132,27.61061468,-20.64907248,94.3,0
9.203091893,-134.9353695,-6.145817186,-16.99629732,27.58979585,-20.63404632,93,0
8.394046619,-136.6095581,-5.23851887,-16.66684802,29.3066678,-20.25568277,94.1,0
8.85257211,-135.573955,-7.531053816,-18.19812573,28.6613443,-18.80964645,93.5,0
11.59078966,-136.9606673,-9.758305355,-21.10105778,29.34712047,-14.73400813,94.7,0
8.040469329,-137.0802504,-5.39361738,-17.43608224,32.05760986,-10.88088861,94.8,0
8.297090302,-140.4969125,-4.678587514,-19.12936171,28.66519088,-20.28853886,96.6,0
7.546746088,-140.3232741,-4.484086881,-16.26819913,28.32074586,-22.66824283,96.5,0
11.40739001,-140.9027708,-6.618625904,-18.31009021,30.95711297,-22.10288824,97.2,0
4.973190656,-138.3726359,-4.716773225,-22.83119874,31.36521371,-21.70609116,95.1,0
8.049723918,-139.5946973,-4.294932601,-17.05196804,27.41300358,-24.59320761,95.9,0
11.7079318,-140.2413646,-7.46739029,-21.41701278,30.67652742,-20.24591103,96.7,0
7.005916382,-139.1537465,-5.555526277,-19.8033064,28.64638096,-18.46741785,95.7,0
9.794334078,-139.1194161,-5.066559896,-19.07955595,30.73572472,-21.29647869,95.9,0
8.478692735,-137.6233343,-5.191732086,-17.41971161,28.51348546,-22.64694625,94.7,0
4.747382855,-137.0229628,-4.499366079,-15.83804949,28.00568536,-20.94742807,94.2,0
5.167468152,-139.4839596,-4.175880305,-17.02044197,29.40506401,-19.30156534,95.8,0
7.64643353,-140.1917662,-5.173182022,-17.80642701,28.37345641,-20.66977665,96.4,0
5.442359492,-136.2296932,-6.419428095,-20.48026582,30.32064911,-16.06388366,93.8,0
6.783759082,-137.1946658,-5.102466454,-18.90707498,28.20968061,-19.68462793,94.3,0
9.153268688,-139.7162976,-2.819915238,-20.17424091,30.10092387,-21.61284668,96.1,0
6.612302217,-138.1579432,-6.017908326,-19.22070864,31.2344606,-23.93276149,95.1,0
5.530284493,-137.0282236,-3.08189339,-15.11855445,27.49447505,-19.79864628,94.2,0
3.922794016,-131.2432796,-6.995792509,-20.93785543,25.34544593,-19.09315793,90.3,0
5.293547499,-137.0616612,-4.666914768,-14.78291261,28.71448852,-24.29141278,94.2,0
7.456954424,-135.6303387,-3.672615947,-16.89281069,25.93026917,-22.44967115,93.2,0
10.22998651,-138.5071056,-2.84566961,-11.34146736,27.61225705,-22.72303628,95.5,0
6.231665944,-138.0267955,-3.797210672,-15.59118407,29.8323701,-16.7251732,95.1,0
4.796646376,-138.2761705,-3.130005198,-12.51123411,29.20344044,-20.0559754,95.2,0
7.774315311,-136.2168483,-3.256192267,-15.38941848,27.64499868,-21.05579175,93.9,0
7.043334852,-138.3190338,-5.663292053,-16.34260152,30.04035086,-16.2556882,95.4,0
5.205139058,-135.5845293,-4.522436704,-16.6026836,25.65835001,-20.64014935,93.1,0
6.437528984,-137.5030904,-6.489837254,-19.10817349,26.22425976,-20.36197248,94.5,0
6.444518388,-137.4375571,-7.114033366,-22.08708338,26.68881776,-21.99848229,94.5,0
4.945610659,-139.1307946,-4.451813692,-17.52539463,29.47406895,-16.51686006,95.6,0
9.430657339,-139.6593604,-6.035497281,-16.45912173,27.1064017,-19.18035588,96.1,0
5.266507951,-139.1248379,-3.094630142,-17.20661978,27.77730289,-18.68238595,95.6,0
11.05461427,-140.3951221,-7.001241773,-18.51209405,27.82677784,-21.96430955,96.9,0
8.876119523,-143.4795139,-8.109145094,-19.82632606,28.66785068,-19.31983109,98.9,0
5.107138456,-137.1251093,-6.001886445,-18.32113307,27.69771244,-16.65709074,94.2,0
12.56765767,-143.3696764,-6.318496656,-17.67289503,28.23945997,-23.7667609,98.9,0
8.784008956,-143.4119341,-7.463504638,-20.23051571,28.17456657,-22.25719345,98.7,0
8.293488118,-144.385003,-4.422485758,-17.91700897,31.30294365,-14.84515416,99.4,0
9.692882397,-142.2929603,-2.678996387,-12.32070671,25.76784736,-26.43574953,97.9,0
7.628275374,-142.2346058,-7.562423836,-24.04329129,29.30219462,-22.65800598,97.9,0
5.892110238,-143.4083568,-3.046901655,-23.79701123,29.26924422,-25.637223,98.6,0
7.566583961,-142.1754985,-7.17326928,-24.32395095,28.20865533,-23.28628761,97.8,0
11.25026009,-142.3881386,-6.282937955,-23.43460687,26.82746867,-24.38367042,98.1,0
6.362088081,-141.3474688,-5.454747945,-14.84403014,28.90362093,-18.71098274,97.2,0
4.334318231,-144.5652852,-1.019414536,-19.40242258,29.26922087,-23.63643048,99.3,0
7.442747564,-141.2199884,-8.745673314,-19.18914278,28.78455438,-20.33796363,97.3,0
7.067529607,-144.2689137,-2.988331269,-14.31713674,30.07824868,-22.84577577,99.3,0
9.551364848,-141.1297091,-9.226110285,-15.26260736,27.31718068,-20.52533392,97.3,0
9.5396109,-142.7157855,-7.105929376,-14.41469452,28.17669818,-19.38267403,98.3,0
8.451480847,-141.6707397,-10.99472874,-22.77592783,27.30933165,-19.61370081,97.6,0
8.027643169,-143.4646927,-8.325989078,-20.93876363,30.46934748,-18.83978762,98.8,0
6.875319251,-136.7978344,-6.417782664,-17.3846317,28.24194626,-18.79581705,94.1,0
7.759112987,-141.7139604,-6.711242869,-13.47396405,29.90328093,-20.26602471,97.5,0
5.871855918,-138.0063138,-4.677563991,-19.12747621,29.68722165,-17.13524719,94.9,0
4.905520603,-139.6676415,-8.701518909,-19.04497841,28.99907689,-15.28013083,96.1,0
3.100203402,-136.0883424,-9.300227178,-11.25007967,34.44469327,-4.106661736,93.9,0
5.674282176,-130.1238602,-3.169727004,-19.03297272,26.24923863,-18.1183254,89.5,0
6.826234085,-133.058641,-6.757429703,-17.41219501,29.82348844,-20.6578328,91.7,0
13.23502925,-132.3190969,-9.21502304,-21.27598138,30.41565839,-17.07246061,91.7,0
9.451760497,-128.5427887,-6.099091917,-18.06396228,28.54351217,-17.71039159,88.8,0
10.57193145,-133.1459043,-5.534366496,-22.44687242,33.5159798,-13.22524222,92.1,0
4.055084182,-134.1983981,-6.909318047,-17.15482889,30.62681191,-15.33465917,92.5,0
3.655249468,-135.3103767,-8.615029882,-18.72683673,27.12044435,-19.77348952,93.3,0
6.996763224,-134.7390218,-9.799266126,-15.82489841,25.44081757,-18.79357807,93,0
5.95579572,-134.4537585,-3.949101015,-16.29239923,27.34742449,-21.9338891,92.5,0
3.743582626,-136.5068857,-2.056940883,-15.26218278,27.85957239,-22.86988369,93.8,0
8.205715694,-136.4280196,-4.904751196,-12.20975762,27.17473855,-14.99375686,94.1,0
4.949794376,-135.2367785,-1.336934511,-17.14643884,27.69031896,-21.93833878,92.9,0
7.597251987,-134.0708253,-5.535913349,-16.75504667,27.67189791,-19.02938263,92.3,0
11.64618424,-134.0027822,-8.263168056,-16.0423981,25.39942064,-22.99242986,92.4,0
3.607361933,-135.8759159,-8.537174397,-20.39995088,26.79249498,-22.14867611,93.6,0
4.123751009,-136.5991204,-11.48755958,-12.08229552,27.05482193,-17.65483298,94.3,0
6.008257076,-137.2603258,-2.847488557,-9.33060167,29.16951932,-15.72291559,94.5,0
9.323724252,-131.9443955,-9.782883452,-14.91494988,26.95635373,-14.6792857,91.2,0
8.369291927,-134.0083836,-8.091580235,-17.08845474,25.73077549,-17.55205283,92.4,0
10.11735826,-135.1834821,-7.724199265,-15.43542253,26.88115475,-13.56245061,93.4,0
8.873303608,-135.2834221,-8.521195409,-14.51953738,25.9110751,-16.63974056,93.3,0
12.72931466,-134.0491452,-7.214805054,-17.21228747,23.74299532,-18.13373018,92.6,0
10.35160676,-134.5637395,-6.680588652,-15.13238451,27.39312565,-13.92586722,92.9,0
11.11333165,-136.8445867,-5.017344972,-16.46675754,30.50054846,-14.39569209,94.5,0
8.582829043,-135.5782672,-8.183259182,-17.82614939,27.33907635,-21.90196078,93.5,0
9.391634352,-139.3237021,-10.26144879,-17.02978918,29.39017105,-11.94682306,96.2,0
12.00377981,-134.8721607,-7.717341753,-16.53277957,28.62419559,-14.70166686,93.3,0
11.53820805,-132.1001099,-7.401404902,-15.16867917,26.80743659,-15.32149022,91.3,0
11.10082088,-132.0110504,-5.08455603,-15.49127139,26.5509629,-15.8337721,91.1,0
9.702498073,-131.3578669,-7.271322032,-16.25651194,26.99614001,-16.05268483,90.6,0
8.631347783,-133.5876169,-8.053704927,-15.93971498,30.26397734,-14.67967536,92.2,0
8.59037909,-137.4414971,-8.841147566,-15.93096812,30.22109146,-15.0037503,94.9,0
7.730142699,-136.3423827,-5.759743822,-15.62810286,26.99517954,-13.46134045,93.9,0
10.57043542,-133.7997987,-10.25531149,-17.96370533,28.11321428,-11.90983585,92.5,0
8.580548861,-134.4083777,-9.452841078,-16.47375196,29.68378939,-14.10324861,92.8,0
11.46534682,-136.0519015,-9.268608243,-15.62544794,26.41940325,-14.27138404,94,0
