vx0,vy0,vz0,ax,ay,az,start_speed,left_handed_pitcher
6.451504566,-120.7372096,-4.637252292,-7.082940909,24.22348595,-32.29156795,83.1,0
8.8404294,-129.4130264,-5.641844302,-10.24822051,25.1482856,-23.08720872,89.1,0
12.23573753,-134.6932441,-7.074106343,-17.3931168,29.30594077,-13.30648391,93.1,0
3.173308898,-134.2310154,-6.668684847,-13.98424138,29.71295718,-19.56516032,92.4,0
3.308298126,-134.7669293,-5.633802406,-15.18248259,30.2115231,-16.71236482,92.8,0
6.510877659,-132.7443242,-7.902469233,-18.74888732,26.75502692,-16.20574737,91.6,0
4.478127949,-135.7644436,-8.141718897,-14.24109773,27.188021,-16.35663242,93.5,0
2.69681197,-136.0734782,-7.384361932,-15.86991199,30.96307015,-17.15905653,93.7,0
6.259231678,-137.7854802,-8.510484767,-17.64734479,25.74412074,-16.50908043,94.8,0
1.130772205,-137.2451039,-3.155423144,-15.04244043,31.1013936,-23.19655494,94.4,0
3.036173277,-138.0279259,-5.785923927,-14.73067381,30.46121437,-19.02285163,95,0
-5.293268522,-128.4862045,-3.718552302,15.31965414,27.94060623,-19.33210632,88.5,1
-5.35584713,-130.5585297,-6.062536325,19.1683372,29.02594378,-13.95128457,90.1,1
-6.343331393,-129.8154157,-6.605975906,17.14314565,26.96595025,-15.80312974,89.5,1
-4.773488671,-130.4240814,-5.88195684,15.52018274,25.06736833,-17.60515287,89.8,1
-9.009583876,-130.6574757,-2.535640061,13.41837631,23.48299672,-22.22513849,90,1
-1.284451583,-130.3395084,-4.245142432,14.22397696,25.81140689,-17.09734837,89.7,1
-5.355148259,-130.2066326,-3.848622023,14.84274919,22.92959065,-24.79803004,89.5,1
-5.116797415,-129.440724,-4.263608993,15.87687372,24.80098867,-18.57883059,89.1,1
-5.14526993,-128.5785993,-4.74897953,11.84844391,22.75095077,-20.85334861,88.4,1
-5.436125308,-128.8877445,-4.864874653,14.95358356,24.09375512,-22.58152194,88.7,1
-3.611457433,-128.1676527,-5.833681714,15.85452468,24.1083985,-19.26752472,88.2,1
12.64358106,-126.989949,-5.280380666,-18.11335672,26.54717417,-19.23432895,87.8,0
11.94121445,-131.3525667,-6.037039779,-21.23459423,28.64199051,-15.96709531,90.7,0
11.66936658,-130.6971076,-6.579825228,-16.18914351,25.69879543,-16.00718174,90.2,0
12.82714821,-131.1903192,-7.5743245,-16.58216601,25.08397263,-16.30539118,90.7,0
6.092990407,-131.6954095,-5.673166971,-15.08980039,26.34106418,-16.21163076,90.6,0
9.391707354,-127.7151228,-7.280500596,-10.9634668,25.47694827,-23.72935025,88.1,0
8.498200335,-133.2895129,-5.55928622,-14.46509936,27.19146662,-16.38351794,91.8,0
7.495434502,-135.7437505,-5.077527347,-15.77580854,30.16182879,-14.83754079,93.7,0
4.065236357,-134.4411347,-5.531644946,-17.08022141,27.73509885,-14.2484064,92.6,0
3.090067842,-134.0163365,-8.177139787,-15.22153691,28.2260557,-14.65414685,92.4,0
7.610380211,-132.988326,-5.53293972,-16.4948991,28.7867145,-15.21722314,91.8,0
7.26715048,-133.1292203,-5.370897676,-14.54550359,27.14220944,-19.6916311,91.9,0
5.282480511,-133.1877766,-6.827407562,-14.49215107,28.37715747,-16.62093352,91.9,0
3.636604218,-134.8829521,-3.919551697,-13.57521985,30.41374415,-17.32831156,93,0
1.189219671,-132.407046,-10.48385766,-9.550248281,25.51055142,-11.73882611,91.3,0
4.350465631,-133.9459273,-5.532632767,-12.98059755,28.9716884,-8.634259941,92.3,0
7.298752736,-139.0332288,-5.973625199,-24.12915609,31.85284559,-24.560141,95.9,0
4.105379994,-139.7867178,-4.754584163,-23.10374767,29.66896394,-25.37387048,96.3,0
3.58666269,-139.2692185,-4.13782739,-24.06074434,31.91622771,-23.16295522,96,0
3.724029103,-141.4334283,-2.23943289,-18.55037093,30.4549242,-28.06622262,97.3,0
6.075842311,-140.2610412,-1.903027509,-21.51365981,30.40425932,-26.69239824,96.7,0
6.279678635,-140.6949299,-4.534022823,-22.73032787,30.30814621,-25.57098501,97,0
4.093027621,-124.4042817,-4.750160869,-18.22208299,25.82673647,-16.87339218,85.9,0
3.423577078,-136.5681403,-2.822182909,-13.36900061,29.51388351,-16.63028087,94.2,0
6.045923766,-134.9784647,-4.108070349,-17.50622437,27.49471316,-14.98977209,93.1,0
6.418903662,-134.7554187,-5.797946555,-18.58494096,32.17527922,-9.445027621,93.3,0
5.182929092,-133.468118,-3.168872225,-15.26603364,33.19473057,-13.86499434,92.4,0
2.213610005,-136.6165274,-2.866335396,-16.12791212,30.10635028,-16.04899638,94.2,0
5.745302352,-134.3782248,-2.625033348,-19.29789818,29.37222885,-21.26539807,91.2,0
7.587001363,-135.8428172,-9.201670606,-44.13169264,27.21047209,-12.56867252,93.5,0
4.071269109,-134.3638977,-4.688057277,-23.96318221,30.50385459,-13.68721697,92.4,0
7.146858069,-134.5211165,-6.394978449,-22.6244678,30.41084557,-9.828880495,93.2,0
9.320212083,-135.1583549,-8.47559403,-27.6499134,30.85994228,-10.25664707,93.3,0
6.183666045,-132.3330487,-0.8428045498,-15.92785803,25.46604755,-22.97308925,91.1,0
9.400423106,-136.6022175,-3.302829295,-17.53769451,29.57774687,-26.24722487,94,0
5.003372115,-137.3219657,-3.605144161,-20.8489979,30.19868607,-24.86168479,94.4,0
7.748412194,-136.7754373,-5.407951646,-19.98885974,27.96767417,-26.39590174,94.1,0
7.342125419,-137.5268915,-7.013073406,-21.17555044,30.0234035,-25.56705199,94.7,0
9.203917594,-131.897897,-2.090715805,-16.19070349,27.05161588,-20.13214961,91.1,0
8.354593947,-129.805706,-2.233326293,-16.99365515,27.56912184,-19.39053318,89.6,0
10.09118987,-131.865388,-2.739786887,-19.92576596,30.41027273,-17.07243425,91.2,0
7.348967607,-132.1294563,-6.341593056,-17.03765785,29.67159977,-17.97668578,91.3,0
7.750910544,-133.4502489,-5.108424367,-20.2738802,30.90201784,-17.67816217,92.1,0
6.505758109,-129.8702596,-1.542526137,-14.88086117,28.30905318,-16.8742868,89.6,0
6.843498267,-132.3474329,-1.352066517,-17.78389153,29.06997707,-19.97874191,91.3,0
3.84573178,-135.3756721,-5.666696008,-18.07288152,30.77459863,-15.19908856,93.3,0
7.697939338,-134.2730398,-6.02428223,-18.69017575,29.0000081,-15.85662971,92.7,0
7.156017922,-132.4521,-5.09401773,-14.0796022,29.62823717,-18.03359775,91.4,0
4.466543581,-132.1799581,-4.110148287,-15.31228613,27.6075265,-18.03131046,91,0
3.819891718,-131.2697664,-3.488557022,-14.60002218,28.55175502,-19.97362918,90.4,0
5.788389532,-126.5754838,-2.760289548,-14.88474152,28.70945928,-14.99871181,87.4,0
4.500038961,-131.8570726,-4.291440861,-15.06729796,29.71306187,-18.67509086,91,0
4.810304035,-131.2488648,-2.698820431,-17.45540833,29.43531537,-22.43160439,90.5,0
8.154941252,-133.408859,-0.1183999571,-16.47390074,26.44174498,-21.70901304,92,0
9.771759917,-139.2450015,-2.575927989,-23.31287697,34.00356765,-23.41160183,96.3,0
7.121048292,-141.7364396,-4.315968779,-22.12974044,32.5881184,-26.06728202,97.7,0
8.710341144,-140.2669131,-2.13366708,-20.08681389,30.36037775,-27.0044114,96.7,0
4.325448769,-139.1890957,-0.9271672812,-15.18512716,31.960248,-18.26527801,95.7,0
10.75877761,-138.2389002,-3.230995822,-16.77903869,30.56559786,-18.05208436,95.3,0
8.776826743,-137.0394849,-2.401198573,-17.63365561,30.37709604,-17.74697816,94.3,0
14.79117458,-136.5537916,-7.039380521,-17.7233515,27.45917182,-15.58520654,94.4,0
9.521060784,-139.5719268,-1.342777699,-18.60123411,33.38411258,-14.61689674,96.1,0
3.861173826,-139.4085341,1.307482439,-14.93354937,30.66094254,-17.26434031,95.8,0
9.617465651,-139.4448611,-4.456240406,-18.57247408,29.83891445,-18.29315688,96,0
11.46265575,-135.639701,-8.309699331,-20.12079766,26.9766767,-22.45167457,93.7,0
9.376699192,-135.8159829,-6.565380961,-19.51272192,28.43905143,-22.82913746,93.6,0
4.787985485,-132.4165969,-0.06257012438,-10.58293462,31.66092897,-23.67870406,91.1,0
8.092470422,-136.278345,-8.008548661,-19.70319534,30.12844008,-14.29479323,94.1,0
9.198461989,-138.3678201,-5.727712025,-18.24207928,29.83764591,-12.98378982,95.5,0
4.898114883,-136.891006,-4.499953418,-16.77441125,30.82641594,-13.93597948,94.3,0
5.94904266,-134.8521407,-6.903207528,-16.02502535,27.75165168,-15.64411804,93,0
5.255923363,-132.9377251,-4.706906115,-13.83797654,25.91663905,-20.54431239,91.5,0
5.735698251,-132.5332795,-5.036903063,-16.43347212,27.81742598,-18.85762499,91.3,0
5.438045074,-134.3653124,-2.178782111,-16.35231034,29.04214699,-12.66469663,92.6,0
4.319226659,-132.8428097,-0.5441179215,-14.97460144,26.19736119,-16.40370412,91.4,0
7.495611948,-131.7194578,-3.065642956,-15.19755549,25.39682814,-17.61982827,90.7,0
11.26952803,-136.072098,-10.35191758,-22.237438,28.70128471,-17.29443997,94.1,0
7.294223574,-136.2583513,-5.978901462,-18.79884621,26.32742446,-22.17232489,93.8,0
10.36005067,-130.2781833,-4.026355496,-14.6318991,24.67211923,-19.82563912,89.9,0
10.73644995,-131.5247791,-1.469476492,-13.31968516,24.65873621,-22.33398725,90.8,0
12.0243353,-130.9111832,-4.682305218,-13.66303527,24.34262618,-21.20767274,90.4,0
8.293944219,-130.3872538,-2.986171972,-14.50602776,23.45192932,-20.71612687,89.8,0
11.10118175,-130.9380149,-3.232312245,-15.06262156,23.44918009,-21.94413989,90.3,0
11.5612632,-130.3360747,-2.785192071,-14.58467098,22.5324614,-21.70956151,89.9,0
7.244958429,-129.3898616,-2.730703269,-15.46187379,24.52136028,-21.56499163,89.1,0
10.43097452,-129.361829,-2.451739246,-14.50078283,24.368921,-20.44312018,89.2,0
10.93196915,-126.5550669,-1.513248061,-11.9130623,23.56830875,-23.47159816,87.4,0
10.37716596,-128.8351446,-3.334142243,-16.72499824,25.44111222,-20.33185416,89,0
11.30565709,-134.8058645,-4.736932923,-19.52591605,31.81184575,-23.53364421,93.3,0
7.663977135,-134.1162658,-2.768799319,-17.17642227,32.1322852,-25.63689539,92.7,0
6.648922066,-130.8725374,-5.175714962,-14.60080262,25.05726565,-20.82276542,90.3,0
4.555822566,-132.8333293,-5.325973487,-14.58441136,27.54952729,-19.51028983,91.6,0
5.952706462,-132.6786285,-1.730037626,-12.26039223,25.88871068,-20.90276393,91.4,0
6.815980051,-131.0994877,-6.371437936,-11.9747011,25.20403297,-21.36028816,90.4,0
4.891224703,-130.6177817,-3.770548022,-13.25344666,27.43136953,-23.65762045,90,0
6.465768795,-132.158359,-4.604202266,-15.53999914,26.835271,-21.18283614,91.1,0
3.663943105,-134.4357192,-3.178872677,-18.72391575,32.39109157,-22.37007107,92.8,0
6.766653987,-131.040173,-5.354276771,-16.34788325,27.28171697,-17.62901944,90.4,0
5.935260888,-131.0877106,-5.40448915,-13.65511155,25.02833835,-20.80858952,90.3,0
5.729339634,-134.5367597,-3.038020437,-17.4520612,29.7351882,-23.51109539,92.8,0
6.178291443,-131.9648842,-3.547648836,-14.20928514,28.27975265,-17.16175396,91,0
4.854613677,-130.1289631,-3.738130727,-15.84581739,27.02420159,-21.98448915,89.7,0
5.678167754,-133.1821782,-6.256460882,-16.48579836,28.81988985,-18.56277997,91.9,0
4.016326437,-134.0819983,-8.666269136,-13.52627698,28.16785735,-17.71857255,92.5,0
6.088350499,-133.4026462,-6.152705979,-15.73690888,29.08244953,-18.06960995,92.1,0
5.651387728,-132.8366399,-5.424425683,-14.58660962,31.32228637,-17.1033354,91.7,0
4.017438641,-130.2183078,-2.731058976,-11.03063879,24.46621015,-20.75174339,89.6,0
5.418121383,-134.632173,-4.750123681,-14.8385356,27.13575186,-19.46999105,92.8,0
3.506697991,-135.6769245,-8.019524423,-13.32884606,27.11094656,-16.81434744,93.5,0
6.203391484,-135.903888,-4.283288511,-14.60665251,28.27852877,-24.61042436,93.7,0
7.496717236,-134.1232141,-3.79220291,-17.23202036,28.13717398,-22.87831452,92.5,0
7.280054828,-132.8934837,-6.250595737,-17.16736072,29.39054859,-17.37865898,91.8,0
5.708937195,-134.7045703,-7.74080411,-14.5977278,27.09877178,-15.39851869,92.9,0
7.488648513,-130.347079,-5.388702013,-12.62680867,23.20260582,-23.47617131,89.8,0
4.209960658,-131.6193832,-5.395850921,-12.37845964,25.54871159,-21.14208108,90.7,0
6.204931902,-131.6774709,-2.17001961,-16.32771825,25.89459068,-28.20249263,90.7,0
5.644302084,-132.3543122,-3.924253046,-13.43437219,25.50899615,-20.96190738,91.2,0
5.964908055,-134.2266362,-7.063006217,-14.44634839,28.78687838,-17.70078398,92.6,0
4.832346116,-134.9524586,-3.747467585,-14.29303368,28.73697665,-21.95513078,93,0
4.915360515,-135.0834581,-2.162263675,-13.88980229,27.90652544,-20.65821047,93,0
7.587214848,-136.1475296,-5.20402021,-18.52295016,29.4230376,-15.93029436,93.7,0
10.30759242,-137.0559118,-3.210881998,-16.71481784,28.17358456,-17.70682294,94.4,0
8.240993903,-136.533838,-3.066543498,-14.84954584,27.76976414,-19.93340988,93.9,0
2.275003546,-137.1164145,-2.554767056,-14.69045071,30.80858798,-18.46694794,94.2,0
2.976298118,-128.6710692,-0.105067905,-11.93426517,27.74216783,-30.27759265,88.5,0
8.991403332,-138.4758485,-7.263908321,-19.9235882,29.14982875,-20.3820016,95.5,0
7.879609355,-131.4010361,-5.18366449,-13.69300947,27.65252669,-25.76395869,90.4,0
10.78155884,-131.8426586,-4.950893924,-17.1343336,27.64303178,-18.20362825,91,0
8.216959317,-138.7920049,-2.276864277,-17.37705262,31.3848253,-17.39238044,95.5,0
8.450427444,-128.9532145,-5.325969697,-16.54706791,27.13817658,-22.33656063,89.1,0
8.057373828,-129.4159231,-4.760162116,-15.108494,24.92601523,-20.50184588,89.2,0
9.057013193,-137.7119446,-5.728803116,-17.16632361,29.65515381,-16.14938634,94.8,0
11.45179182,-137.8385268,-7.151755245,-17.99521644,28.92766007,-16.65200445,95.1,0
9.574022974,-138.2615969,-6.357472258,-19.09408627,32.8042718,-19.64322557,95.4,0
14.99101304,-131.4925319,-2.917390897,-12.02259674,24.18369111,-23.38979348,91,0
-11.95397234,-127.8237233,1.088265829,23.04480054,27.13612702,-25.48367722,88.4,1
0.6180222024,-136.9172935,-8.723832858,-8.810465999,29.88227332,-15.16240924,94.3,0
9.155437607,-139.1088945,-1.623277935,-16.56879615,29.5131156,-22.44941375,95.6,0
8.274052235,-141.2326539,-4.864534359,-15.92988555,31.028648,-17.26327728,97.2,0
5.466993262,-130.2198099,-3.978621717,-12.62441342,26.33116755,-19.12882964,89.8,0
5.377485008,-132.5236329,-5.757906196,-13.66864735,28.0706221,-22.37278225,91.4,0
5.818362814,-132.0005164,-4.10971659,-14.10124383,26.50065141,-20.99783522,91,0
7.793153544,-130.7231742,-3.524921456,-14.15442632,26.43635812,-19.77146348,90.2,0
5.717478725,-131.6605856,-5.934555498,-15.02524815,32.01918674,-16.43228543,91,0
8.08547441,-131.9010584,-5.91727827,-18.58021798,29.75803611,-16.70280984,91.2,0
6.163994576,-132.6107347,-4.114058021,-14.22496049,26.63239246,-19.3486491,91.4,0
5.952671616,-129.1709282,-2.669458554,-15.2281093,23.20916214,-23.73524244,89,0
8.037332258,-131.40165,-6.233208586,-13.57542982,23.0232573,-21.44123111,90.6,0
7.356989867,-133.8994627,-4.114366724,-15.84684484,26.26932212,-22.29547947,92.3,0
4.233260897,-134.7903222,-5.626257269,-15.10176195,27.63762468,-16.87210397,92.9,0
4.100209628,-134.7344312,-3.608268462,-14.54406904,28.25943814,-18.76520453,92.8,0
4.587857046,-134.0154314,-5.810686101,-15.32947893,28.77489407,-17.44650581,92.4,0
5.227169342,-135.8406262,-5.855278239,-14.33777267,27.51257452,-18.16192183,93.6,0
2.898187415,-134.1238746,-6.221087754,-13.91569586,28.26677825,-18.20595795,92.5,0
8.178856435,-135.7612938,-5.17092313,-14.09672043,28.53267671,-21.38349653,93.6,0
4.789849595,-135.3143196,-6.849226533,-12.83739907,29.50831847,-18.12836682,93.3,0
9.796532402,-132.5560145,-6.195560538,-15.60932882,24.9253585,-21.17948315,91.5,0
3.339595954,-134.8894037,0.2040255925,-14.36871591,24.73853661,-24.42325105,92.7,0
-0.2192500341,-133.5049705,-1.503237839,-13.98933973,29.5874063,-23.13898864,91.8,0
5.669309647,-135.3503409,-6.115747171,-14.23007188,24.22200761,-19.32177463,93.1,0
6.176398132,-137.6777697,-7.099782692,-14.27080479,23.67192079,-17.96450874,94.7,0
1.578088258,-133.0720121,-7.643619775,-13.36341706,31.6831379,-13.1182227,91.8,0
3.61248421,-135.1683441,-9.383606481,-13.98428608,32.72143277,-10.57042712,93.4,0
2.289979155,-135.0814374,-8.016407836,-16.68506945,31.39849607,-13.4586519,93.1,0
4.643201059,-131.3238916,-10.63286895,-12.53094634,31.28425524,-9.669063622,90.8,0
2.457545694,-131.8886166,-8.065370731,-13.30104904,27.22674121,-14.81320753,90.9,0
1.017238126,-135.0625069,-5.504576989,-13.99095364,29.49100581,-13.81766769,93,0
3.366655989,-136.2005951,-6.434285042,-13.65071257,31.12584581,-13.00107179,93.9,0
2.8265705,-130.6072156,-6.715245142,-13.37969946,26.77938512,-13.10807203,90,0
1.740947274,-133.7996012,-3.760097021,-11.09813773,29.32975984,-17.06480925,92.1,0
3.81018601,-136.4356565,-4.169833325,-14.90868051,29.423096,-14.43250485,94,0
3.889123213,-133.3170182,-8.230028799,-12.92387697,28.22601725,-12.97874058,91.9,0
0.9284355616,-134.0668056,-2.571772784,-12.39332872,29.00488581,-17.74595659,92.4,0
8.684686629,-136.075934,-5.249959728,-20.27299868,36.22459384,-15.08905341,94.2,0
9.172813675,-138.5962672,-4.046831671,-18.69161681,32.3985418,-20.7860399,95.7,0
5.915117222,-135.8685635,-6.603403437,-18.45328185,28.88967388,-23.89525487,93.6,0
7.296701248,-135.4803177,-4.556397643,-17.61688066,27.61699717,-25.22194958,93.3,0
5.820569303,-137.3729341,-6.055188534,-20.19529754,30.02968264,-22.53549609,94.6,0
6.096171496,-135.3844783,-8.580848593,-21.76665224,29.73332459,-21.43646028,93.3,0
8.321280915,-137.0407621,-7.803086079,-20.32425362,29.85325651,-20.10733653,94.5,0
10.35740907,-136.7926701,-6.819055511,-18.41476354,28.49373053,-18.14752938,94.3,0
9.654545399,-137.4012599,-6.673130749,-18.52744466,29.26797089,-20.32512528,94.8,0
10.34369406,-135.4198035,-6.997645113,-17.34322084,26.82181436,-19.24904223,93.4,0
7.071464333,-136.8564916,-7.49796539,-16.88515877,26.31124598,-20.02736445,94.2,0
7.797408912,-137.4051053,-7.883299691,-20.07500382,28.46538592,-18.28456022,94.7,0
9.210868093,-138.5082807,-6.429758126,-19.54036572,29.34768465,-19.14646254,95.5,0
7.228079959,-136.7997598,-5.763884146,-18.02454908,29.0712578,-19.48439578,94.2,0
5.114829998,-137.3644653,-6.529047293,-17.47168578,29.56849825,-19.14186639,94.6,0
10.70630056,-134.6032218,-3.762181251,-19.57622787,30.02680318,-16.47560445,93,0
10.52695948,-132.7922898,-3.404873534,-17.8184232,25.39163642,-24.01372259,91.5,0
10.26624472,-134.590232,-3.255678491,-14.95086876,24.52241412,-23.8493478,92.7,0
8.981548581,-133.7892994,-3.985432454,-17.34168368,28.58268276,-14.28991022,92.2,0
6.811064063,-132.7435998,-0.8464964134,-13.8120403,23.02617994,-20.02725393,91.2,0
6.911936086,-135.7478593,-3.935476846,-11.61213411,25.37244397,-19.21401736,93.3,0
5.251016033,-140.2268019,-6.875503123,-14.60601305,29.66759179,-15.57907739,96.5,0
8.944877353,-138.1408613,-6.278089193,-15.22350563,26.7419193,-14.27042934,95.1,0
7.209824095,-138.8712093,-0.6934808653,-14.33152119,26.45206397,-15.7658316,95.5,0
4.256743143,-130.7728533,-3.395770702,-14.96811348,25.66264595,-19.473357,89.9,0
6.30926864,-138.9239323,-2.160073074,-26.64918819,31.95058333,-20.63987309,95.6,0
8.894105959,-143.3471068,-2.873389411,-22.20671547,30.20472579,-19.19360918,98.6,0
6.906600176,-140.9379277,-5.873219689,-24.35497,35.01310485,-17.68931436,97.1,0
6.207735741,-141.5110078,-3.605035041,-26.56772367,35.25408358,-19.59978837,97.3,0
4.532082717,-141.2576684,0.1428416913,-22.15449595,31.62548695,-20.37177593,97,0
7.496042606,-138.8069839,-2.420609553,-26.04123963,32.25054026,-21.26681209,95.5,0
8.017293023,-139.9747571,-4.087101549,-27.92577517,32.78998133,-21.89932604,96.3,0
9.218064615,-139.4854932,-5.124229847,-28.05078984,33.92096047,-19.97140459,96.1,0
6.824329947,-138.9098592,-5.540133606,-26.04975652,34.59207842,-17.62167579,95.7,0
6.229732177,-138.2472283,-3.467506232,-25.36688463,34.97967819,-20.74076289,95.1,0
